file,key,field,original,korean,status
Commands.xml,cmd:CmdAbility8,DisplayText,Use ability 8,능력 8 사용,done
Commands.xml,cmd:CmdAbility9,DisplayText,Use ability 9,능력 9 사용,done
Commands.xml,cmd:CmdAbility10,DisplayText,Use ability 10,능력 10 사용,done
Commands.xml,cmd:CmdAbilityBar1,DisplayText,Switch to ability bar 1,능력 바 1로 전환,done
Commands.xml,cmd:CmdAbilityBar2,DisplayText,Switch to ability bar 2,능력 바 2로 전환,done
Commands.xml,cmd:CmdAbilityBar3,DisplayText,Switch to ability bar 3,능력 바 3로 전환,done
Commands.xml,cmd:CmdAbilityBar4,DisplayText,Switch to ability bar 4,능력 바 4로 전환,done
Commands.xml,cmd:CmdAbilityBar5,DisplayText,Switch to ability bar 5,능력 바 5로 전환,done
Commands.xml,cmd:Ability Page Up,DisplayText,Ability bar page up,능력 바 페이지 위로,done
Commands.xml,cmd:Ability Page Down,DisplayText,Ability bar page down,능력 바 페이지 아래로,done
Commands.xml,cmd:Next Ability,DisplayText,Next ability,다음 능력,done
Commands.xml,cmd:Previous Ability,DisplayText,Previous ability,이전 능력,done
Commands.xml,cmd:Use Ability,DisplayText,Use selected ability,선택한 능력 사용,done
Commands.xml,cmd:CmdAbilities,DisplayText,Open abilities,능력 열기,done
Commands.xml,cmd:CmdInventory,DisplayText,Open inventory,인벤토리 열기,done
Commands.xml,cmd:CmdEquipment,DisplayText,Open equipment,장비 열기,done
Commands.xml,cmd:CmdSkillsPowers,DisplayText,Open skills,스킬 열기,done
Commands.xml,cmd:CmdCharacter,DisplayText,Open attributes,속성 열기,done
Commands.xml,cmd:CmdQuests,DisplayText,Open quests,퀘스트 열기,done
Commands.xml,cmd:CmdFactions,DisplayText,Open reputation,평판 열기,done
Commands.xml,cmd:CmdTinkering,DisplayText,Open tinkering,수리 열기,done
Commands.xml,cmd:CmdJournal,DisplayText,Open journal,일지 열기,done
Commands.xml,cmd:CmdActiveEffects,DisplayText,Open status effects,상태 효과 열기,done
Commands.xml,cmd:CmdLastStatusPage,DisplayText,Open most recent page on character sheet,캐릭터 시트의 최근 페이지 열기,done
Commands.xml,cmd:CmdMessageHistory,DisplayText,Show message history,메시지 기록 표시,done
Commands.xml,cmd:InventoryQuickDrop,DisplayText,Inventory: drop item,인벤토리: 아이템 버리기,done
Commands.xml,cmd:InventoryQuickEat,DisplayText,Inventory: eat item,인벤토리: 아이템 먹기,done
Commands.xml,cmd:InventoryQuickDrink,DisplayText,Inventory: drink from container,인벤토리: 용기에서 마시기,done
Commands.xml,cmd:InventoryQuickApply,DisplayText,Inventory: apply item,인벤토리: 아이템 적용,done
Commands.xml,cmd:CmdStatusBuyMutation,DisplayText,Attributes screen: buy new mutation,속성 화면: 새 변이 구매,done
Commands.xml,cmd:CmdStatusShowEffects,DisplayText,Attributes screen: show status effects,속성 화면: 상태 효과 표시,done
Commands.xml,cmd:CmdTradeAdd,DisplayText,Add one of an item,아이템 하나 추가,done
Commands.xml,cmd:CmdTradeRemove,DisplayText,Remove one of an item,아이템 하나 제거,done
Commands.xml,cmd:CmdTradeAllItems,DisplayText,Add / remove a whole stack of items,아이템 묶음 전체 추가 / 제거,done
Commands.xml,cmd:CmdTradeToggleAll,DisplayText,Add / remove whole inventory,인벤토리 전체 추가 / 제거,done
Commands.xml,cmd:CmdTradeOffer,DisplayText,Offer,제안,done
Commands.xml,cmd:CmdVendorActions,DisplayText,Interact with item,아이템 상호작용,done
Commands.xml,cmd:CmdVendorLook,DisplayText,Look at item,아이템 살펴보기,done
Commands.xml,cmd:CmdVendorRead,DisplayText,Read a book,책 읽기,done
Commands.xml,cmd:CmdVendorRepair,DisplayText,Ask vendor to repair,상인에게 수리 요청,done
Commands.xml,cmd:CmdVendorRecharge,DisplayText,Ask vendor to recharge,상인에게 충전 요청,done
Commands.xml,cmd:CmdVendorExamine,DisplayText,Ask vendor to identify,상인에게 감정 요청,done
Commands.xml,cmd:CmdChargenRandom,DisplayText,Make a random selection,무작위 선택,done
Commands.xml,cmd:CmdChargenReset,DisplayText,Reset selections,선택 초기화,done
Commands.xml,cmd:CmdChargenItemOptions,DisplayText,Choose option for selected item,선택한 항목의 옵션 선택,done
Commands.xml,cmd:CmdChargenMutationVariant,DisplayText,Choose a mutation variant,돌연변이 변형 선택,done
Commands.xml,cmd:CmdDebugQuickstart,DisplayText,Quickstart (requires debug option enabled),빠른 시작 (디버그 옵션 필요),done
Commands.xml,cmd:CmdZoomIn,DisplayText,Zoom in,확대,done
Commands.xml,cmd:CmdZoomOut,DisplayText,Zoom out,축소,done
Commands.xml,cmd:CmdShowSidebar,DisplayText,Toggle sidebar,사이드바 전환,done
Commands.xml,cmd:CmdShowSidebarMessages,DisplayText,Cycle sidebar mode,사이드바 모드 순환,done
Commands.xml,cmd:CmdToggleMessageVerbosity,DisplayText,Toggle terse messages,간략한 메시지 전환,done
Commands.xml,cmd:CmdQuit,DisplayText,Quit,종료,done
Commands.xml,cmd:CmdLoad,DisplayText,Load game,게임 불러오기,done
Commands.xml,cmd:CmdSave,DisplayText,Save game,게임 저장,done
Commands.xml,cmd:CmdSystemMenu,DisplayText,System menu,시스템 메뉴,done
Commands.xml,cmd:AdventureMouseContextAction,DisplayText,Mouse smart use,마우스 스마트 사용,done
Commands.xml,cmd:AdventureMouseInteract,DisplayText,Mouse interact,마우스 상호작용,done
Commands.xml,cmd:AdventureMouseInteractAll,DisplayText,Mouse interact All,마우스 전체 상호작용,done
Commands.xml,cmd:AdventureMouseLook,DisplayText,Mouse look,마우스 살펴보기,done
Commands.xml,cmd:AdventureMouseQuickLook,DisplayText,Mouse quick look,마우스 빠른 살펴보기,done
Commands.xml,cmd:AdventureMouseForceAttack,DisplayText,Mouse force attack,마우스 강제 공격,done
Commands.xml,cmd:AdventureMouseForceMove,DisplayText,Mouse force move,마우스 강제 이동,done
Commands.xml,cmd:AdventureNavMouseLeftClick,DisplayText,Mouse target left click,마우스 대상 좌클릭,done
Commands.xml,cmd:AdventureNavMouseRightClick,DisplayText,Mouse targeting right click,마우스 대상 지정 우클릭,done
Commands.xml,cmd:CmdShowReachability,DisplayText,Show reachability map,도달 가능 지도 표시,done
Commands.xml,cmd:CmdShowFPS,DisplayText,Show FPS,FPS 표시,done
Commands.xml,cmd:CmdToggleAnimation,DisplayText,Toggle animation,애니메이션 전환,done
Commands.xml,cmd:CmdShowBrainlog,DisplayText,Show brainlog,두뇌 기록 표시,done
Commands.xml,cmd:CmdWish,DisplayText,Wish,소원,done
Commands.xml,cmd:CmdWishMenu,DisplayText,Wish Menu,소원 메뉴,done
Commands.xml,cmd:CmdXP,DisplayText,"Gain 250,000 XP","250,000 XP 획득",done
Commands.xml,cmd:CmdExplore,DisplayText,Reveal the whole map,전체 지도 공개,done
Commands.xml,cmd:CmdNoclipD,DisplayText,Noclip down,클립 무시 아래로,done
Commands.xml,cmd:CmdNoclipU,DisplayText,Noclip up,클립 무시 위로,done
Commands.xml,cmd:CmdDismemberLimb,DisplayText,Dismember limb,사지 절단,done
Commands.xml,cmd:CmdRegenerateLimb,DisplayText,Regenerate limb,사지 재생,done
Options.xml,opt:OptionMasterVolume,DisplayText,Main volume,볼륨 설정,done
Options.xml,opt:OptionSound,DisplayText,Sound effects,배경음,done
Options.xml,opt:OptionSoundVolume,DisplayText,Sound effects volume,배경음 볼륨,done
Options.xml,opt:OptionMusic,DisplayText,Music,음악,done
Options.xml,opt:OptionMusicVolume,DisplayText,Music volume,음악 볼륨,done
Options.xml,opt:OptionAmbient,DisplayText,Ambient sounds,배경음,done
Options.xml,opt:OptionAmbientVolume,DisplayText,Ambient volume,배경음 수준,done
Options.xml,opt:OptionUseInterfaceSounds,DisplayText,Interface sounds,인터페이스 소리,done
Options.xml,opt:OptionInterfaceVolume,DisplayText,Interface volume,인터페이스 볼륨,done
Options.xml,opt:OptionUseCombatSounds,DisplayText,Combat sounds,전투 소리,done
Options.xml,opt:OptionCombatVolume,DisplayText,Combat volume,전투 볼륨,done
Options.xml,opt:OptionPlayFireSounds,DisplayText,Fire crackling sounds,불타는 소리,done
Options.xml,opt:OptionDisplayBrightness,DisplayText,Brightness,밝기,done
Options.xml,opt:OptionDisplayContrast,DisplayText,Contrast,대조,done
Options.xml,opt:OptionDisplayFullscreen,DisplayText,Fullscreen,전체 화면,done
Options.xml,opt:OptionDisplayResolution,DisplayText,Fullscreen resolution,전체 화면 해상도,done
Options.xml,opt:OptionDisplayFramerate,DisplayText,Frame rate,프레임 레이트,done
Options.xml,opt:OptionUseTiles,DisplayText,Enable tile graphics,타일 그래픽 활성화,done
Options.xml,opt:OptionDisplayVignette,DisplayText,Display vignette effect,비네트 효과 표시,done
Options.xml,opt:OptionDisplayScanlines,DisplayText,Display scanlines,스캔라인 표시,done
Options.xml,opt:OptionUseOverlayCombatEffects,DisplayText,Display combat animations,전투 애니메이션 표시,done
Options.xml,opt:OptionUseOverlayDamageText,DisplayText,Display floating damage numbers,부동 피해 수치를 표시,done
Options.xml,opt:OptionUseParticleVFX,DisplayText,Display modern visual effects,현대 시각 효과 표시,done
Options.xml,opt:OptionUseTextParticleVFX,DisplayText,Display ASCII visual effects,ASCII 시각 효과 표시,done
Options.xml,opt:OptionDisableFloorTextures,DisplayText,Disable floor textures,바닥 텍스처 화면 끄기,done
Options.xml,opt:OptionDisableBloodsplatter,DisplayText,Disable blood splatters,피 얼룩 화면 끄기,done
Options.xml,opt:OptionDisableSmoke,DisplayText,Disable smoke effects,연기 효과 화면 끄기,done
Options.xml,opt:OptionDisableImposters,DisplayText,"Disable modern, tile-based graphical effects",현대적인 타일 기반 그래픽 효과 화면 끄기,done
Options.xml,opt:OptionMainMenuBackground,DisplayText,Main menu background art,메인 메뉴 배경 아트,done
Options.xml,opt:OptionsKeybindings,DisplayText,Control Mapping,조작 매핑,done
Options.xml,opt:OptionKeyRepeatDelay,DisplayText,Key repeat delay,키 반복 지연,done
Options.xml,opt:OptionKeyRepeatRate,DisplayText,Key repeat rate,키 반복 속도,done
Options.xml,opt:OptionMouseInput,DisplayText,Allow mouse input,마우스 입력 허용,done
Options.xml,opt:OptionMouseMovement,DisplayText,Allow mouse movement,마우스 움직임 허용,done
Options.xml,opt:OptionMouseScrollWheel,DisplayText,Allow scroll wheel to zoom,스��롤 휠로 줌을 허용,done
Options.xml,opt:OptionCapInputBuffer,DisplayText,Limit the input buffer to two commands,명령어 버퍼 크기를 두 명령어로 제한합니다.,done
Options.xml,opt:OptionDisableFullscreenColorEffects,DisplayText,Disable fullscreen color effects (for color blindness),화면 전체 색상 효과를 끄십시오 (색맹을 위한).,done
Options.xml,opt:OptionAlphanumericBits,DisplayText,Display bits with alphanumerics instead of dots (for color blindness),알파 숫자를 사용하여 점 대신 비트 표시하기 (색맹을 위한),done
Options.xml,opt:OptionDisableTextAnimationEffects,DisplayText,Disable most tile-based flashing effects,대부분의 타일 기반 깜박임 효과를 화면 끄십시오.,done
Options.xml,opt:OptionDisableTextWarpEffects,DisplayText,Disable tile-based screen-warping effects,타일 기반 화면 왜곡 효과를 화면 끄십시오.,done
Options.xml,opt:OptionDisableFullscreenWarpEffects,DisplayText,Disable fullscreen screen-warping effects,전체 화면 왜곡 효과 비활성화,done
Options.xml,opt:OptionModernUI,DisplayText,Enable modern UI,현대 UI를 활성화,done
Options.xml,opt:OptionPrereleaseStageScale,DisplayText,UI scale,UI 스케일,done
Options.xml,opt:OptionModernCharacterSheet,DisplayText,Enable modern UI character sheet,현대 UI 캐릭터 시트 활성화,done
Options.xml,opt:OptionCharacterSheetAdditionalScale,DisplayText,Character sheet scale percentage,캐릭터 시트 비율 퍼센트,done
Options.xml,opt:OptionPlayScale,DisplayText,Play area scale,플레이 영역 스케일,done
Options.xml,opt:OptionPlayScale,helptext,"Controls how the play area will scale in the area not used by the UI.

        {{W|Fit}}: Fits the whole play area on screen. May necessitate letterboxing.
        {{W|Cover}}: Ensures the play area covers the screen. Minimizes letterboxing.
        {{W|Pixel Perfect}}: Sizes the play area to an integer multiple of the pixel art. Maximizes sharpness.",UI가 사용되지 않는 영역에서 플레이 영역이 확장되는 방식을 제어합니다.{{W|화면에 맞춤}}전체 플레이 영역을 화면에 맞춤. 필요에 따라 상하 좌우 여백이 생길 수 있습니다.{{W|꽉 채우기}}플레이 영역이 화면을 완전히 꽉 채우도록 합니다. 화면 꽉 채우기를 최소화합니다.{{W|픽셀 완벽}}픽셀 아트의 정수 배수로 재생 영역 크기를 조정합니다. 선명도를 극대화합니다.,done
Options.xml,opt:OptionTileScale,DisplayText,Pixel perfect tile graphic scale,픽셀 완벽 타일 그래픽 스케일,done
Options.xml,opt:OptionAbilityBarMode,DisplayText,Ability bar mode,기술 막대 모드,done
Options.xml,opt:OptionOverlayMinimap,DisplayText,Show minimap,최소 맵 표시,done
Options.xml,opt:OptionOverlayNearbyObjects,DisplayText,Show nearby objects list,주변 물체 목록 표시,done
Options.xml,opt:OptionOverlayNearbyObjectsLocal,DisplayText,Nearby objects list: show only current cell's contents,현재 셀의 내용을 표시하기만 함,done
Options.xml,opt:OptionOverlayNearbyObjectsPools,DisplayText,Nearby objects list: show liquid pools,주변 물 웅덩이 목록 표시,done
Options.xml,opt:OptionOverlayNearbyObjectsPlants,DisplayText,Nearby objects list: show plants,근처 물체 목록: 식물 표시,done
Options.xml,opt:OptionOverlayNearbyObjectsTakeable,DisplayText,Nearby objects list: show only show takeable objects,주변 물체 목록: 획득 가능한 물체만 표시,done
Options.xml,opt:OptionMessageLineLogScale,DisplayText,Message log font size (pt),메시지 로그 글꼴 크기 (pt),done
Options.xml,opt:OptionDockMovable,DisplayText,Dock message log && minimap,도킹 메시지 로그 및 최소 맵,done
Options.xml,opt:OptionDockOpacity,DisplayText,Dock background opacity,도킹 배경음 투명도,done
Options.xml,opt:OptionMouseCursor,DisplayText,Mouse cursor appearance,마우스 커서 모양,done
Options.xml,opt:OptionMouseAutoHideCursorEnabled,DisplayText,Automatically hide mouse cursor when inactive,비활성 상태에서 마우스 커서를 자동으로 숨기기,done
Options.xml,opt:OptionControllerFont,DisplayText,Gamepad button appearance,게임패드 버튼 외관,done
Options.xml,opt:OptionFloatingKeyboard,DisplayText,Display overlay keyboard for input on supported devices,지원되는 장치에서 입력에 사용할 오버레이 키보드 표시,done
Options.xml,opt:OptionZoomSensitivity,DisplayText,Zoom sensitivity,줌 감도,done
Options.xml,opt:OptionTooltipDelay,DisplayText,Tooltip delay (ms),툴팁 지연 (밀리초),done
Options.xml,opt:Option@HPColor,DisplayText,Color your character's glyph based on health status,건강 상태에 따른 캐릭터 글리프 색상 변경,done
Options.xml,opt:Option@AlwaysHPColor,DisplayText,Ignore all effects that recolor your character's glyph other than health status,캐릭터의 기호 색상을 건강 상태 외의 모든 효과로 변경하지 마십시오.,done
Options.xml,opt:Option@MutationColor,DisplayText,Allow mutations to recolor your character's glyph,돌연변이에 의한 캐릭터 글리프 색상 변경 허용,done
Options.xml,opt:OptionDisplayMousableZoneTransitionBorder,DisplayText,Display mouse-clickable zone transition arrows,마우스 클릭 가능한 영역 전환 화살표 표시,done
Options.xml,opt:OptionShiftHidesSidebar,DisplayText,Pressing shift hides the sidebar,Shift 키를 누르면 사이드바가 숨겨집니다.,done
Options.xml,opt:OptionAllowFramelessZoomOut,DisplayText,"When zoomed out to max zoom, remove the UI frame from the main gameplay screen",최대 줌으로 확대하면 메인 게임 화면의 UI 프레임을 제거,done
Options.xml,opt:OptionHighlightStairs,DisplayText,Always highlight stairs,계단을 항상 강조 표시,done
Options.xml,opt:OptionLogTurnSeparator,DisplayText,Add a line separator at the end of each round during combat,전투 중 매 라운드 끝에 구분선 추가,done
Options.xml,opt:OptionIndentBodyParts,DisplayText,Indent body parts by attachment on the Equipment screen,장비 화면에서 부착물에 따른 신체 부위 인쇄,done
Options.xml,opt:OptionShowDetailedWeaponStats,DisplayText,Display detailed weapon penetration and damage in weapon names,기술 세부 정보와 무기 피해 및 투과력을 무기 이름에 표시,done
Options.xml,opt:OptionTakeallCorpses,DisplayText,Take corpses when using the 'take all' command,'모든 것을 가져올' 명령을 사용할 때 시체를 획득,done
Options.xml,opt:OptionDropAll,DisplayText,Enable a 'drop all' interaction on items in your inventory,아이템 인벤토리에서 모든 아이템을 한 번에 버리는 상호 작용을 활성화,done
Options.xml,opt:OptionNavigateInventoryAndEquipmentWithPagination,DisplayText,Navigate inventory and equipment panes with left/right pagination instead of movement binds,왼쪽/오른쪽 페이지네이션을 이동 바인드 대신 인벤토리 및 장비 패널 탐색에 사용,done
Options.xml,opt:OptionPressingRightInInventoryEquips,DisplayText,"Equip/unequip highlighted item when pressing right or left, respectively, on the Equipment screen",장비 화면에서 오른쪽 또는 왼쪽 버튼을 누르면 강조 표시된 아이템을 장착/해제합니다.,done
Options.xml,opt:OptionExpandHighlightedInventoryAndEquipmentPane,DisplayText,Expand the equipment or inventory pane when focused,초점을 맞추면 장비 또는 인벤토리 패널을 확장합니다.,done
Options.xml,opt:OptionStatusScreenSize,DisplayText,Character sheet size,캐릭터 시트 크기,done
Options.xml,opt:OptionTutorialComplete,DisplayText,Move tutorial to the end of the game mode list,게임 모드 목록 끝에 튜토리얼 이동,done
Options.xml,opt:OptionShowCollectionBadges,DisplayText,Show collector's seals on the main menu,메인 메뉴에 수집가 문장 표시하기,done
Options.xml,opt:OptionShowSidebarAbilities,DisplayText,Display ability icons on the sidebar,사이드바에 기술 아이콘 표시하기,done
Options.xml,opt:OptionShowCurrentCellPopup,DisplayText,Display contents of current cell in a popup,현재 셀의 내용을 팝업에 표시,done
Options.xml,opt:OptionShowMonsterHPHearts,DisplayText,Color hit hearts per the target's remaining HP,대상 생존 HP에 따라 하트 색으로 표시,done
Options.xml,opt:OptionShowNumberOfItems,DisplayText,Show number of items in each inventory category,인벤토리 카테고리별 아이템 개수 표시,done
Options.xml,opt:OptionLocationIntseadOfName,DisplayText,Display location instead of name on the sidebar,사이드바에 이름을 대신에 위치를 표시,done
Options.xml,opt:OptionMapDirectionsToKeypad,DisplayText,Always map directions to numpad,나침판 방향을 항상 매핑,done
Options.xml,opt:OptionMapShiftDirectionToPage,DisplayText,Map Shift+directions to menu pagination binds (doesn't work for numpad bindings),맵 시프트 방향키 메뉴 페이지 바인딩으로 설정되지 않으며(숫자 키 패드 바인딩에는 작동하지 않음),done
Options.xml,opt:OptionPushAZHotkeys,DisplayText,Always pass A-Z hotkeys through to the legacy UI,A-Z 단축키를 기존 UI로 계속 전달,done
Options.xml,opt:OptionAutoSip,DisplayText,Automatically drink fresh water when thirsty,갈증이 날 때마다 신선한 물을 자동으로 마시기,done
Options.xml,opt:OptionAutoSipLevel,DisplayText,Thirst threshold for automatic drinking,자동 음료 섭취 임계값,done
Options.xml,opt:OptionAutoTorch,DisplayText,Automatically douse and light torches,횃불 자동 점화 및 소화 기술,done
Options.xml,opt:OptionAutoDisassembleScrap,DisplayText,Automatically disassemble scrap,스크랩 자동 분해,done
Options.xml,opt:OptionAutoexploreIgnoreEasyEnemies,DisplayText,Difficulty threshold for ignoring hostile creatures,적대적 생물 무시 난이도 기준,done
Options.xml,opt:OptionAutoexploreIgnoreDistantEnemies,DisplayText,Range threshold for ignoring hostile creatures,적대적 생물 무시 거리 임계값,done
Options.xml,opt:OptionAutoexploreAttackIgnoredAdjacentEnemies,DisplayText,Attack ignored hostiles that you move adjacent to during autoexplore,자동 탐색 중 인접한 무시된 적 공격,done
Options.xml,opt:OptionInterruptHeldMovement,DisplayText,Interrupt held movement when hostiles are nearby,적이 근처에 있을 때 멈춘 이동 중단,done
Options.xml,opt:OptionInterruptHeldMovementOnZoneTransition,DisplayText,Interrupt held movement when entering an unexplored zone,미지의 영역에 진입할 때 멈춘 이동 중단,done
Options.xml,opt:OptionUseTextAutowalkThreatIndicator,DisplayText,Use text autoact interrupt indicator instead of flashing red box,깜박이는 빨간 상자 대신 텍스트 자동행동 중단 표시 사용,done
Options.xml,opt:OptionAutoexploreChests,DisplayText,Search containers while autoexploring,컨테이너 검색을 자동 탐색과 함께 진행,done
Options.xml,opt:OptionDigOnMove,DisplayText,Automatically dig through walls by moving into them when wielding a digging implement,파밍 도구를 들고 벽 안으로 들어가 벽을 파내도록 자동으로 탐색,done
Options.xml,opt:OptionAutosaveInterval,DisplayText,Automatically save when moving to a different zone,다른 영역으로 이동할 때 자동으로 저장,done
Options.xml,opt:OptionAutoexploreRate,DisplayText,Maximum automove cells/sec and autoattack actions/sec,최대 자동 이동 셀/초 및 자동 공격 액션/초,done
Options.xml,opt:OptionAutogetAmmo,DisplayText,Autoget ammo,탄약 자동 습득,done
Options.xml,opt:OptionAutogetPrimitiveAmmo,DisplayText,Autoget primitive ammo,기본 탄약 자동 습득,done
Options.xml,opt:OptionAutogetNuggets,DisplayText,"Autoget copper, silver, and gold nuggets","구리, 은, 금 조각 자동 습득",done
Options.xml,opt:OptionAutogetTradeGoods,DisplayText,Autoget trade goods,자동으로 무역 상품 획득,done
Options.xml,opt:OptionAutogetFood,DisplayText,Autoget food,음식 자동 습득,done
Options.xml,opt:OptionAutogetFreshWater,DisplayText,Autoget fresh water,자동으로 신선한 물 획득,done
Options.xml,opt:OptionAutogetDroppedLiquid,DisplayText,Autoget liquids from containers you've dropped,떨어진 용기에서 액체 자동 습득,done
Options.xml,opt:OptionAutogetSpecialItems,DisplayText,Autoget special items,특별 아이템 자동 습득,done
Options.xml,opt:OptionAutogetArtifacts,DisplayText,Autoget artifacts,자동 유물 획득,done
Options.xml,opt:OptionAutogetScrap,DisplayText,Autoget scrap,자동 습득 쓰레기,done
Options.xml,opt:OptionAutogetBooks,DisplayText,Autoget books,자동으로 책 획득,done
Options.xml,opt:OptionAutogetZeroWeight,DisplayText,Autoget weightless items,무게 없는 아이템 자동 습득,done
Options.xml,opt:OptionAutogetIfHostiles,DisplayText,Autoget if hostiles are nearby,주변에 적이 있으면 자동 습득,done
Options.xml,opt:OptionAutogetFromNearby,DisplayText,Autoget from adjacent cells,인접한 셀에서 자동 습득,done
Options.xml,opt:OptionAskForWorldmap,DisplayText,Prompt before moving to the world map,맵으로 이동하기 전에 알림 확인,done
Options.xml,opt:OptionAskAutostair,DisplayText,Prompt before autowalking to stairs,계단으로 자동 이동하기 전에 알림 표시,done
Options.xml,opt:OptionConfirmSwimming,DisplayText,Prompt before swimming,수영하기 전에 알림(확인),done
Options.xml,opt:OptionConfirmDangerousLiquid,DisplayText,Prompt before drinking and moving into certain dangerous liquids,음료를 마시고 위험한 액체로 이동하기 전에 알림 표시 확인,done
Options.xml,opt:OptionAskForOneItem,DisplayText,"Prompt list of items when getting from the ground, even if there's only one","지면에서 얻은 아이템 목록: 알림(확인) 획득 항목, 단 하나라도 있을 경우",done
Options.xml,opt:OptionDisplayHPWarning,DisplayText,Threshold for low hitpoint warning,체력이 낮은 경고의 임계값,done
Options.xml,opt:OptionDismemberAsPopup,DisplayText,Show popups when you dismember or decapitate someone,사람을 훼손하거나 목을 자르는 경우 알림을 표시합니다.,done
Options.xml,opt:OptionAbilityCooldownWarningAsMessage,DisplayText,Show ability-on-cooldown prompts as message log entries instead of popups,기술이 차단되었습니다. 알림 표시 대신 메시지 로그에 기록합니다.,done
Options.xml,opt:OptionShowScavengeItemAsMessage,DisplayText,Show scavenged items as message log entries instead of popups,수집된 아이템을 메시지 로그 항목으로 표시하기 위해 팝업 대신 사용,done
Options.xml,opt:OptionPopupJournalNote,DisplayText,Display popups when noting information in your journal,일지에 정보를 기록할 때 팝업 표시,done
Options.xml,opt:OptionDisplayLedLevelUp,DisplayText,Display verbose level up messages for companions,동반자 상세 정보 레벨 업 메시지 표시,done
Options.xml,opt:OptionDefaultDeathToViewFinalMessages,DisplayText,Default the selection on death prompts in Roleplay mode to 'View final messages' instead of 'Reload checkpoint',역할극 모드에서 사망 시 기본 선택 사항을 '최종 메시지 보기'로 설정하고 '체크포인트 다시 불러오기' 대신 설정합니다.,done
Options.xml,opt:OptionEnableMods,DisplayText,Enable mods,모드 활성화,done
Options.xml,opt:OptionAllowCSMods,DisplayText,Allow scripting mods (scripting mods may contain malicious code!),스크립트 모드 허용 (스크립트 모드는 악성 코드를 포함할 수 있습니다!),done
Options.xml,opt:OptionOutputModAssembly,DisplayText,Write compiled mod assemblies to disk,컴파일된 모드 어셈블리를 디스크에 쓰기,done
Options.xml,opt:OptionHarmonyDebug,DisplayText,Enable Harmony debug output,Harmony 디버그 출력을 활성화,done
Options.xml,opt:OptionCheckMemory,DisplayText,Check memory usage and show a warning when it's high,메모리 사용량을 확인하고 높은 경우 경고를 표시합니다.,done
Options.xml,opt:OptionCacheEarly,DisplayText,Flush zones to cache early (for low memory environments),조기 캐시 플러시 영역 설정 (낮은 메모리 환경용),done
Options.xml,opt:OptionCollectEarly,DisplayText,Garbage collect after each zone flush (for low memory environments),각 영역 flush 후 가비지 수거 (낮은 메모리 환경용),done
Options.xml,opt:OptionDisableFloorTextureObjects,DisplayText,Do not generate floor texture objects,바닥 텍스처 오브젝트 생성 안 함,done
Options.xml,opt:OptionThrottleAnimation,DisplayText,Throttle animations (for low CPU environments),CPU 사용량이 낮은 환경에서 애니메이션을 둔화합니다.,done
Options.xml,opt:OptionShowAdvancedOptions,DisplayText,Show advanced options,고급 옵션 표시,done
Options.xml,opt:OptionMusicBackground,DisplayText,Keep Caves of Qud active in background,백그라운드에서 Caves of Qud 활성 유지,done
Options.xml,opt:OptionSessionBackups,DisplayText,Number of rolling backup saves,자동 백업 저장 횟수,done
Options.xml,opt:OptionSessionBackups,helptext,When you load a save from the main menu rolling backups of loaded saves will be maintained in your data folder (<...>/CavesOfQud/Local/Session) up to this number.,메인 메뉴에서 저장 파일을 로드하면 로드된 저장 파일의 롤백 백업이 데이터 폴더(<...>/CavesOfQud/Local/Session)에 유지됩니다. 이 수까지.,done
Options.xml,opt:OptionAnalytics,DisplayText,Send anonymous gameplay statistics,게임 플레이 통계 전송,done
Options.xml,opt:OptionDisableSteamInputWarning,DisplayText,Disable input warning,입력 경고 화면 끄기,done
Options.xml,opt:OptionDisablePermadeath,DisplayText,Don't delete Classic mode saved games on death,죽어서 클래식 모드 저장 게임을 삭제하지 마세요.,done
Options.xml,opt:OptionAllowSaveLoad,DisplayText,Enable save and load,저장 및 불러오기 활성화,done
Options.xml,opt:OptionAllowReallydie,DisplayText,Get prompted to confirm deaths,사망 확인 알림 표시,done
Options.xml,opt:OptionEnablePrereleaseContent,DisplayText,Enable unfinished and unsupported content,미완성 및 지원되지 않는 콘텐츠를 화면으로 표시,done
Options.xml,opt:OptionDisableDefectLimit,DisplayText,Allow creatures to have multiple defects ,생물체가 여러 가지 결함을 가질 수 있도록 허용,done
Options.xml,opt:OptionStripUIColorText,DisplayText,Strip color formatting from UI text,UI 텍스트에서 색상 형식을 제거합니다.,done
Options.xml,opt:OptionEnableColorTextInput,DisplayText,Enable color menu for text input,텍스트 입력에 대한 색상 메뉴를 활성화,done
Options.xml,opt:OptionDisableAchievements,DisplayText,Disable achievements,도전 과제 비활성화,done
Options.xml,opt:OptionShowQuickstart,DisplayText,Show quickstart option during character creation,캐릭터 생성 중에 빠른 시작 옵션 표시,done
Options.xml,opt:OptionDisablePlayerbrain,DisplayText,Disable brain hijacking on player-controlled characters,플레이어 제어 캐릭터의 뇌 조작을 화면 끄기,done
Options.xml,opt:OptionDisableZoneCaching2,DisplayText,Disable zone caching,화면 캐싱 비활성화,done
Options.xml,opt:OptionDisableTryLimit,DisplayText,Disable limit on zone build tries,전투 영역 빌드 시도 제한 화면 끄기,done
Options.xml,opt:OptionEnableWishRegionNames,DisplayText,Pregenerate zone names for wish support,위시 지원을 위한 구역 이름 사전 생성,done
